"unique_site_id","state","watershed","lake","usgs_station_id","site_description","latitude","longitude","collection_date","parameter","parameter_description","result","lab_qualifier","result_unit","detection_limit","detection_limit_code"
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.2,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"75.0_UM","75.0 um",0.21,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"31.3_UM","31.3 um",0.32,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"15.6_UM","15.6 um",0.16,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"7.8_UM","7.8 um",0.11,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"3.9_UM","3.9 um",0.09,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"1.95_UM","1.95 um",0.07,NA,"PCT",NA,NA
"NY-ACR","NY","Irondequiot","Ontario","04232050","ALLEN CREEK NEAR ROCHESTER NY",43.130278,-77.518611,2017-06-06,"0.98_UM","0.98 um",0.17,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"TOTAL_SOLIDS","Total Solids",84,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"TOC","Total Organic Carbon",0.497,"*","PCT",0.05,"RDL"
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",19.95,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",21.49,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",28.99,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",16.58,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",9.11,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",3.31,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.04,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"75.0_UM","75.0 um",0.15,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"31.3_UM","31.3 um",0.07,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"15.6_UM","15.6 um",-0.04,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"7.8_UM","7.8 um",0.14,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"3.9_UM","3.9 um",0.05,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"1.95_UM","1.95 um",-0.1,NA,"PCT",NA,NA
"MI-BAR","MI","Clinton","Erie","04162510","BEAR CREEK IMMED. DS AT MILLER DRAIN AT WARREN, MI",42.52364664,-83.0229788,2017-06-28,"0.98_UM","0.98 um",0.28,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"TOTAL_SOLIDS","Total Solids",81.2,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"TOC","Total Organic Carbon",0.088,"*","PCT",0.05,"RDL"
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",0,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",0.31,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",0.35,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",16.76,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",67.57,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",13.7,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.09,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"75.0_UM","75.0 um",0.18,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"31.3_UM","31.3 um",0.15,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"15.6_UM","15.6 um",0.09,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"7.8_UM","7.8 um",0.07,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"3.9_UM","3.9 um",0.07,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"1.95_UM","1.95 um",-0.06,NA,"PCT",NA,NA
"MI-BCK","MI","Grand","Michigan","04119162","BUCK CREEK AT STATE HWY M-21 AT GRANDVILLE, MI",42.90583333,-85.77472222,2017-06-26,"0.98_UM","0.98 um",0.17,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"TOTAL_SOLIDS","Total Solids",78.5,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"TOC","Total Organic Carbon",0.263,NA,"PCT",0.05,"RDL"
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",0,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",0.02,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",0.1,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",0.14,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",1.38,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",48.91,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",12.88,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"75.0_UM","75.0 um",16.09,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"31.3_UM","31.3 um",11.79,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"15.6_UM","15.6 um",2.06,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"7.8_UM","7.8 um",0.87,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"3.9_UM","3.9 um",0.68,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"1.95_UM","1.95 um",0.61,NA,"PCT",NA,NA
"WI-BRO","WI","Bad","Superior","04027000","BAD RIVER NEAR ODANAH, WI",46.4866144,-90.696297,2017-07-24,"0.98_UM","0.98 um",1.3,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"TOTAL_SOLIDS","Total Solids",70.5,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"TOC","Total Organic Carbon",1.23,"*","PCT",0.05,"RDL"
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",0.41,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",2.43,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",6.09,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",13.04,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",36.56,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",20.18,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",1.93,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"75.0_UM","75.0 um",1.71,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"31.3_UM","31.3 um",5.35,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"15.6_UM","15.6 um",5.3,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"7.8_UM","7.8 um",4.76,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"3.9_UM","3.9 um",2.23,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"1.95_UM","1.95 um",1.02,NA,"PCT",NA,NA
"IN-CCD","IN","Burns Ditch","Michigan","413701087030001","COFFEE CREEK AT CHESTERTON, INDIANA",41.61694444,-87.05,2017-06-14,"0.98_UM","0.98 um",0.55,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"TOTAL_SOLIDS","Total Solids",77.9,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"TOC","Total Organic Carbon",1.4,"*","PCT",0.05,"RDL"
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",21.61,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",29.13,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",22.7,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",16.29,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",8.38,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"SAND_FINE_0.106MM","Sand Fine No. 140 (0.106 mm)",2.83,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"SAND_VFINE_0.075MM","Sand Very Fine No. 200 (0.075 mm)",0.31,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"75.0_UM","75.0 um",0.15,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"31.3_UM","31.3 um",0.77,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"15.6_UM","15.6 um",0.63,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"7.8_UM","7.8 um",0.49,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"3.9_UM","3.9 um",0.02,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"1.95_UM","1.95 um",0.07,NA,"PCT",NA,NA
"NY-CCI","NY","Cascadilla","Ontario","422644076300001","CASCADILLA CREEK AT ITHACA NY",42.44583,-76.50027,2017-06-08,"0.98_UM","0.98 um",0.03,NA,"PCT",NA,NA
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"TOTAL_SOLIDS","Total Solids",76.5,NA,"PCT",NA,NA
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"TOC","Total Organic Carbon",0.803,"*","PCT",0.05,"RDL"
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"GRAVEL_MED_4.75MM","Gravel Medium No. 4 (4.75 mm)",11.07,NA,"PCT",NA,NA
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"GRAVEL_FINE_2MM","Gravel Fine No. 10 (2.00 mm)",16.77,NA,"PCT",NA,NA
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"SAND_VCOARSE_0.85MM","Sand Very Coarse No. 20 (0.850 mm)",17.97,NA,"PCT",NA,NA
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"SAND_COARSE_0.425MM","Sand Coarse No. 40 (0.425 mm)",17.23,NA,"PCT",NA,NA
"IN-CCU","IN","Burns Ditch","Michigan","413538087022402","COFFEE CR DS OF 1100 N NR CHESTERTON, IN",41.59388889,-87.04,2017-06-14,"SAND_MED_0.25MM","Sand Medium No. 60 (0.25 mm)",21.64,NA,"PCT",NA,NA
